"ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter","Taxon","Assemblage","Group","z2","Stressor","cp","Class_allCP","Class_hiloCP"
0.4875,0.521,713,1,75.73,0.002,19.72,0.235475,0.25645,0.379,0.4925,0.498,1,1,19.7802284488914,1,"Achnanthidium","Diatom","Decreasers",-19.72,"TN",0.3795,"Sensitive","Other"
10.25,0.502,123,1,12.68,0.014,2.61,0.0377525,0.06181,0.4,0.959350000000003,4.105,0.894,0.958,3.70405867514605,0,"Adlafia","Diatom","Neither",2.61,"TN",NA,"Other","Other"
0,0.499,125,1,19.88,0.002,8.2,0.03125,0.065745,0.458,0.57,0.583,1,1,8.8975428286897,1,"Amphipleura","Diatom","Decreasers",-8.2,"TN",0.3795,"Sensitive","Other"
15,0.182,524,2,59.93,0.002,13.89,0.117,0.1295,0.17725,0.2225,0.2255,1,1,14.5875093612191,2,"Amphora","Diatom","Increasers",13.89,"TN",0.4415,"Tolerant","Other"
7.85,0.1755,137,1,15.2,0.004,3.7,0.0394675,0.06434,0.158,0.1995,0.729,0.877,0.991,4.32885689238804,0,"Aulacoseira","Diatom","Neither",3.7,"TN",NA,"Other","Other"
0.616,0.332,114,2,32.02,0.002,18.5,0.2225,0.229,0.423,0.6131,0.622075,1,1,19.1847476687807,2,"Bacillaria","Diatom","Increasers",18.5,"TN",0.4415,"Tolerant","Other"
0,1.055,230,1,29.84,0.002,6.54,0.4399,0.45945,0.74775,1.75,1.8,0.999,1,6.95781577610593,1,"Caloneis","Diatom","Decreasers",-6.54,"TN",0.3795,"Sensitive","Other"
15,0.622,706,1,56.76,0.002,5.28,0.0588325,0.2105,0.556,7.35,11,0.999,1,6.21936236226188,1,"Cocconeis","Diatom","Decreasers",-5.28,"TN",0.3795,"Sensitive","Other"
8.3,0.386,74,2,19.78,0.002,14.5,0.238,0.253,0.37875,0.7942,0.9368,1,1,14.8753796381717,2,"Craticula","Diatom","Increasers",14.5,"TN",0.4415,"Tolerant","Other"
15,0.3135,312,2,66.08,0.002,20.63,0.292,0.30295,0.339,0.578,0.6395,1,1,20.4533621205289,2,"Cyclotella","Diatom","Increasers",20.63,"TN",0.4415,"Tolerant","Other"
2.8,0.3615,214,1,25.05,0.002,5.46,0,0.058745,0.355,1.755,2.84,1,1,6.28988622931345,1,"Cymbella","Diatom","Decreasers",-5.46,"TN",0.3795,"Sensitive","Sensitive"
5.14,4.61,117,2,60.11,0.002,17.48,1.785,2.5245,3.7025,5.3,6,1,1,18.0917512359159,2,"Denticula","Diatom","Increasers",17.48,"TN",0.4415,"Tolerant","Tolerant"
6.25,0.1905,61,2,10.02,0.002,6.53,0.097,0.13465,0.223,1.004,6.3,1,1,7.46889154933384,2,"Diadesmis","Diatom","Increasers",6.53,"TN",0.4415,"Tolerant","Other"
0,0.128,270,1,40.22,0.002,13.54,0.0845925,0.095425,0.1305,0.219,0.222,1,1,14.1356534399439,1,"Diatoma","Diatom","Decreasers",-13.54,"TN",0.3795,"Sensitive","Sensitive"
0,1.81,106,1,14.12,0.008,2.82,0.0799,0.08899,0.3,1.77,1.8,0.559,0.996,3.85397413527403,0,"Diploneis","Diatom","Neither",2.82,"TN",NA,"Other","Other"
2.615,0.266,254,1,31.58,0.002,8.69,0.120975,0.135,0.1925,0.269,0.28,1,1,9.60800551527483,1,"Encyonema","Diatom","Decreasers",-8.69,"TN",0.3795,"Sensitive","Sensitive"
0,0,149,1,32.48,0.002,6.13,0,0,0,0.4535,0.46,1,1,6.88038367418886,1,"Encyonopsis","Diatom","Decreasers",-6.13,"TN",0.3795,"Sensitive","Sensitive"
3.2,3.2,310,2,61.76,0.002,12.18,0.223475,0.3382,2.92,3.4,4.35,1,1,12.6880324109513,2,"Eolimna","Diatom","Increasers",12.18,"TN",0.4415,"Tolerant","Tolerant"
0.386,0.34,339,1,54.22,0.002,17.73,0.1675,0.21095,0.34,0.398,0.418,1,1,17.9655132828211,1,"Epithemia","Diatom","Decreasers",-17.73,"TN",0.3795,"Sensitive","Sensitive"
0,0.2745,100,1,14.4,0.002,5.66,0.062295,0.09495,0.2615,0.3,0.3133,1,1,6.18101307974566,1,"Eunotia","Diatom","Decreasers",-5.66,"TN",0.3795,"Sensitive","Sensitive"
0.603,0.6035,132,2,30.19,0.002,14.17,0.177,0.1775,0.534,0.634,0.673,1,1,14.7350588973181,2,"Fallacia","Diatom","Increasers",14.17,"TN",0.4415,"Tolerant","Tolerant"
2.8,0.399,404,1,51.96,0.002,13,0.154,0.2235,0.319,0.391,0.4062,1,1,13.5177255524252,1,"Fragilaria","Diatom","Decreasers",-13,"TN",0.3795,"Sensitive","Other"
7.59,1.075,75,1,8.85,0.048,1.9,0.0328,0.0424,0.851,1.75,2.51025,0.778,0.86,2.74841336242378,0,"Frustulia","Diatom","Neither",1.9,"TN",NA,"Other","Other"
0,0.0468,207,1,23.65,0.008,3.94,0,0.03119,0.06645,0.761,1.12,0.986,0.986,5.29126243865412,1,"Geissleria","Diatom","Decreasers",-3.94,"TN",0.3795,"Sensitive","Sensitive"
0,0.1385,201,1,30.58,0.002,10.4,0.13,0.135,0.154,0.371,0.381025,1,1,11.3422993951026,1,"Gomphoneis","Diatom","Decreasers",-10.4,"TN",0.3795,"Sensitive","Sensitive"
4.285,0.15,697,1,65.3,0.002,11.15,0.141425,0.1455,0.154,0.379,0.5001,1,1,11.5178034529892,1,"Gomphonema","Diatom","Decreasers",-11.15,"TN",0.3795,"Sensitive","Sensitive"
0.154,0.1545,45,1,8.45,0.002,6.79,0.0558,0.081755,0.134,0.18705,0.2151,0.998,1,7.3289262400879,1,"Gomphosphenia","Diatom","Decreasers",-6.79,"TN",0.3795,"Sensitive","Sensitive"
0.5935,0.498,49,2,14.65,0.002,13.36,0.203,0.211,0.4945,0.5935,0.60605,1,1,13.7721735697128,2,"Gyrosigma","Diatom","Increasers",13.36,"TN",0.4415,"Tolerant","Tolerant"
12,0.829,178,2,64.87,0.002,23.91,0.4415,0.498,1.01,1.4,1.78025,1,1,24.2724410220966,2,"Halamphora","Diatom","Increasers",23.91,"TN",0.4415,"Tolerant","Tolerant"
0.151,0.154,72,1,16.26,0.002,9.92,0.06835,0.0713,0.148,0.154,0.155,1,1,10.6869310629571,1,"Hannaea","Diatom","Decreasers",-9.92,"TN",0.3795,"Sensitive","Sensitive"
7.59,0.649,93,2,28.2,0.002,18.64,0.224,0.279,0.5825,0.6846,0.718,1,1,19.2839418153129,2,"Hippodonta","Diatom","Increasers",18.64,"TN",0.4415,"Tolerant","Tolerant"
0,0.1225,152,1,19.66,0.002,4.25,0.0977175,0.111,0.14625,0.73,0.761125,1,1,5.22740945717001,1,"Karayevia","Diatom","Decreasers",-4.25,"TN",0.3795,"Sensitive","Sensitive"
7.5,0.4535,65,2,15.05,0.002,9.27,0.285075,0.3525,0.57625,2.962,6.10999999999999,1,1,10.2416980767881,2,"Luticola","Diatom","Increasers",9.27,"TN",0.4415,"Tolerant","Tolerant"
6.3,4.375,87,2,29.79,0.002,10.84,2.8495,2.978,4.575,6.3,6.6025,0.981,1,11.0711967313277,2,"Mayamaea","Diatom","Increasers",10.84,"TN",0.4415,"Tolerant","Tolerant"
0,1.315,285,1,27.72,0.062,1.82,0,0,0.089,1.765,7.35,0.707,0.609,2.81497275853598,0,"Melosira","Diatom","Neither",1.82,"TN",NA,"Other","Other"
0.498,0.499,110,1,17.43,0.002,7.05,0.131,0.137,0.491,0.5545,0.565,1,1,7.61255053288268,1,"Meridion","Diatom","Decreasers",-7.05,"TN",0.3795,"Sensitive","Other"
15,0.177,717,2,57.69,0.002,8.46,0.084585,0.08819,0.156,0.2065,0.30505,0.999,1,8.95744790252746,2,"Navicula","Diatom","Increasers",8.46,"TN",0.4415,"Tolerant","Other"
2,0.2135,738,2,65.46,0.002,14.94,0.117975,0.1415,0.222,0.3,0.3575,1,1,14.830434595915,2,"Nitzschia","Diatom","Increasers",14.94,"TN",0.4415,"Tolerant","Other"
10.75,0.386,60,2,8.39,0.002,4.43,0.0460175,0.1195,0.399,0.6021,4.285,0.984,0.969,5.16663884715516,2,"Parlibellus","Diatom","Increasers",4.43,"TN",0.4415,"Tolerant","Other"
0,0,108,1,35.92,0.032,3.23,0,0.0209700000000001,1,1.665,2.7105,0.792,0.973,3.51616078173848,0,"Pinnularia","Diatom","Neither",3.23,"TN",NA,"Other","Other"
0.23,0.229,46,2,8.58,0.002,7.18,0.09782,0.101,0.222,0.31205,0.45,1,1,7.82870688532669,2,"Placoneis","Diatom","Increasers",7.18,"TN",0.4415,"Tolerant","Other"
15,4.285,693,2,57.22,0.018,2.69,0,0,3.15,15,20.5,0.793,0.975,3.55236614041151,0,"Planothidium","Diatom","Neither",2.69,"TN",NA,"Other","Other"
5.4,0.386,59,2,20.99,0.002,16.23,0.2745,0.28945,0.48,2,5.2,1,1,17.1021782097482,2,"Pleurosira","Diatom","Increasers",16.23,"TN",0.4415,"Tolerant","Other"
0.133,0.133,77,1,13.07,0.002,7.78,0.1125,0.11695,0.1365,0.219,0.22,1,1,8.45001078551184,1,"Psammothidium","Diatom","Decreasers",-7.78,"TN",0.3795,"Sensitive","Sensitive"
0.3785,0.2415,307,2,47.83,0.002,16.66,0.2145,0.22,0.258,0.3785,0.38,1,1,17.1673686576925,2,"Pseudostaurosira","Diatom","Increasers",16.66,"TN",0.4415,"Tolerant","Other"
1.11,0.2235,353,1,40.51,0.002,9.46,0.159975,0.177,0.364,1.225,1.3,1,1,10.4786321199911,1,"Reimeria","Diatom","Decreasers",-9.46,"TN",0.3795,"Sensitive","Sensitive"
15,1.735,555,1,60.85,0.002,7.38,0.931425,0.9565,1.71,1.765,1.8,0.991,1,7.9722820702968,1,"Rhoicosphenia","Diatom","Decreasers",-7.38,"TN",0.3795,"Sensitive","Other"
1.055,0.391,217,1,29.47,0.002,6.65,0.32595,0.3715,0.394,0.90015,0.952,0.999,1,6.97162803342363,1,"Rhopalodia","Diatom","Decreasers",-6.65,"TN",0.3795,"Sensitive","Other"
1.145,0.238,69,1,9.79,0.002,5.36,0.104,0.10745,0.228,0.3575,0.3955,1,0.999,6.18728357798228,1,"Rossthidium","Diatom","Decreasers",-5.36,"TN",0.3795,"Sensitive","Sensitive"
2.98,0.152,261,2,34.32,0.002,9.92,0.145,0.1475,0.222,1.585,2,1,1,10.9403827544369,2,"Sellaphora","Diatom","Increasers",9.92,"TN",0.4415,"Tolerant","Other"
2.155,0.649,48,1,6.78,0.014,3.2,0,0,0.331,0.68,0.9525,0.987,0.976,4.05843314455525,1,"Simonsenia","Diatom","Decreasers",-3.2,"TN",0.3795,"Sensitive","Other"
0.1545,0.154,42,2,6.68,0.002,4.66,0.0883,0.090895,0.155,0.4875,0.496,0.99,0.984,5.50097797940778,2,"Stauroneis","Diatom","Increasers",4.66,"TN",0.4415,"Tolerant","Other"
0,0.131,148,2,19.05,0.002,7,0.0838125,0.13,0.1345,0.3635,0.502,1,1,7.49258950532766,2,"Staurosira","Diatom","Increasers",7,"TN",0.4415,"Tolerant","Other"
1.785,1.13,150,1,20.61,0.002,4.53,0.22795,0.251,1.085,1.735,1.7705,0.99,1,4.73287567834781,1,"Staurosirella","Diatom","Decreasers",-4.53,"TN",0.3795,"Sensitive","Other"
0.4595,0.386,167,2,34.71,0.002,17.49,0.223,0.229,0.389,0.46055,0.5255,1,1,17.7375406073754,2,"Surirella","Diatom","Increasers",17.49,"TN",0.4415,"Tolerant","Other"
12,1.035,498,1,53.82,0.002,6.76,0.08153,0.095945,0.221,1.13,1.35075,1,1,7.83279227716186,1,"Synedra","Diatom","Decreasers",-6.76,"TN",0.3795,"Sensitive","Other"
0.44,0.325,102,2,31.93,0.002,18.36,0.253,0.25895,0.29425,0.461,0.521,1,1,19.7416727627382,2,"Tabularia","Diatom","Increasers",18.36,"TN",0.4415,"Tolerant","Other"
12,0.4475,142,2,44.89,0.002,26.03,0.39,0.3955,0.45525,0.61,0.639625,1,1,26.8213952134052,2,"Tryblionella","Diatom","Increasers",26.03,"TN",0.4415,"Tolerant","Tolerant"
3.2,3.2,126,1,17.28,0.024,1.91,0,0.0449,0.169,2.11,3.1,0.447,0.92,2.99422660146262,0,"Anabaena","SBA","Neither",1.91,"TN",NA,"Other","Other"
0,0.616,386,1,49.82,0.002,3.71,0,0.025695,0.203,0.8013,0.956,0.999,0.997,4.38953728514895,1,"Aphanocapsa","SBA","Decreasers",-3.71,"TN",0.166,"Sensitive","Other"
0,0.502,257,1,35.27,0.002,5.35,0,0.05389,0.501,0.622,0.6465,1,1,5.43235910414092,1,"Aphanothece","SBA","Decreasers",-5.35,"TN",0.166,"Sensitive","Other"
0,0.5675,280,1,34.46,0.002,6.53,0.12385,0.15395,0.51,0.5785,0.583,0.999,0.997,7.17138955779416,1,"Calothrix","SBA","Decreasers",-6.53,"TN",0.166,"Sensitive","Other"
0,0.28,299,1,45.8,0.002,10.96,0.137,0.152,0.222,0.29,0.521,1,1,11.7842452269612,1,"Chamaesiphon","SBA","Decreasers",-10.96,"TN",0.166,"Sensitive","Other"
0,0.148,196,1,23.29,0.002,7.29,0.06099,0.0624,0.199,0.521,0.534,1,1,8.84327640440022,1,"Chantransia","SBA","Decreasers",-7.29,"TN",0.166,"Sensitive","Sensitive"
8.8,8.8,73,2,51.24,0.002,15.46,0.2545,0.60395,8.8,10.25,12,1,1,12.7588449678124,2,"Chlorella","SBA","Increasers",15.46,"TN",0.579,"Tolerant","Tolerant"
0.09785,0.0976,59,2,9.61,0.006,2.42,0.08955,0.09135,0.104,0.2325,0.2405,0.923,0.908,2.77868881769089,0,"Chroococcopsis","SBA","Neither",2.42,"TN",NA,"Other","Other"
0,0,275,1,52.01,0.018,2.86,0,0,0.1835,9.55,10,0.565,0.953,3.43150627982257,0,"Chroococcus","SBA","Neither",2.86,"TN",NA,"Other","Other"
15,0.294,289,2,44.86,0.002,20.85,0.265975,0.269,0.31,0.60665,0.7555,1,1,21.7160973953902,2,"Cladophora","SBA","Increasers",20.85,"TN",0.579,"Tolerant","Other"
6.7,0.444,74,1,8.48,0.04,2.03,0.039485,0.05762,0.21475,0.443,0.452075,0.646,0.792,2.62563316865802,0,"Closterium","SBA","Neither",2.03,"TN",NA,"Other","Other"
6.7,0.355,69,1,9,0.048,1.73,0,0,0.1355,0.3005,0.35105,0.533,0.827,2.84549392765681,0,"Cosmarium","SBA","Neither",1.73,"TN",NA,"Other","Other"
3.45,0.851,66,2,9.55,0.038,1.63,0,0.02165,0.74,4.285,5.14,0.797,0.666,2.71737976474886,0,"Geitlerinema","SBA","Neither",1.63,"TN",NA,"Other","Other"
0,0,83,1,18.89,0.01,4.02,0,0,0,0.5,0.5675,0.851,0.708,3.57638182039595,0,"Gloeocapsa","SBA","Neither",4.02,"TN",NA,"Other","Other"
10.75,0.2645,83,2,11.2,0.02,2.36,0.0676,0.07287,0.219,10.5,10.75,0.947,0.837,3.5974290323481,0,"Gloeocystis","SBA","Neither",2.36,"TN",NA,"Other","Other"
0,0,105,1,31.2,0.06,2.33,0.0403,0.05149,0.123,9.55,10.25,0.589,0.97,3.77153746604912,0,"Gongrosira","SBA","Neither",2.33,"TN",NA,"Other","Other"
15,0.0892,744,2,69.49,0.002,4.09,0.02165,0.05425,0.0899,1.225,4.35,0.875,0.997,4.77075786892055,0,"Heteroleibleinia","SBA","Neither",4.09,"TN",NA,"Other","Other"
0,0.192,257,1,32.26,0.002,7,0,0.080535,0.1925,0.3095,0.331,0.999,0.992,7.91896810552649,1,"Homoeothrix","SBA","Decreasers",-7,"TN",0.166,"Sensitive","Other"
0,0.608,73,1,9.2,0.13,1.3,0,0,0.1375,0.61,0.649,0.531,0.721,2.40687026624447,0,"Leibleinia","SBA","Neither",1.3,"TN",NA,"Other","Other"
8.8,0.6685,559,1,56.78,0.002,4.15,0.128,0.2235,0.693,1.71,1.75,0.853,1,4.74408549397036,0,"Leptolyngbya","SBA","Neither",4.15,"TN",NA,"Other","Other"
10.25,7.43,53,2,32.67,0.002,14.55,0.193,0.199,7.48,10.25,13,1,1,16.1287022303405,2,"Merismopedia","SBA","Increasers",14.55,"TN",0.579,"Tolerant","Tolerant"
0.142,0.1795,50,1,8.74,0.002,5.6,0.09555,0.0961,0.14675,0.3055,0.31925,1,1,6.07199736244895,1,"Microspora","SBA","Decreasers",-5.6,"TN",0.166,"Sensitive","Other"
15,5.4,98,2,34,0.002,11.13,0.122475,2.2645,6,17,22.5,0.973,0.969,12.7526107853245,2,"Monoraphidium","SBA","Increasers",11.13,"TN",0.579,"Tolerant","Tolerant"
0.584,0.581,137,1,21.16,0.002,6.75,0,0.154,0.458,0.603,0.60705,1,1,7.42012052881976,1,"Mougeotia","SBA","Decreasers",-6.75,"TN",0.166,"Sensitive","Other"
0,0.125,247,1,33.01,0.002,11.47,0.0895375,0.118,0.1965,0.534,0.5905,1,1,12.5932182030725,1,"Nostoc","SBA","Decreasers",-11.47,"TN",0.166,"Sensitive","Sensitive"
15,0.2085,212,2,25.93,0.002,7.17,0.0608,0.198,0.2145,22.5,22.5,1,1,7.93047088356567,2,"Oedogonium","SBA","Increasers",7.17,"TN",0.579,"Tolerant","Other"
8.8,8.8,100,2,41.27,0.002,10.94,0.142,0.14445,7.415,9.32000000000001,9.75,0.999,1,8.98432611970206,2,"Oocystis","SBA","Increasers",10.94,"TN",0.579,"Tolerant","Tolerant"
5.14,3.15,103,2,42.18,0.002,12.28,0.339,0.579,3.2,5.24,5.4,1,1,13.3374420983424,2,"Pediastrum","SBA","Increasers",12.28,"TN",0.579,"Tolerant","Tolerant"
10.75,0.349,269,1,31.18,0.002,6.57,0.1355,0.139,0.3055,0.3815,0.40335,0.997,1,7.14222951802257,1,"Phormidium","SBA","Decreasers",-6.57,"TN",0.166,"Sensitive","Other"
0,0,44,1,14.69,0.004,6.44,0,0,0.0227,0.18165,0.23,0.82,0.819,4.22216048449753,0,"Planktolyngbya","SBA","Neither",6.44,"TN",NA,"Other","Other"
0.104,0.104,79,2,13.11,0.002,5.07,0.097,0.09815,0.124,0.2192,1.69,1,1,5.88960524278752,2,"Pleurocapsa","SBA","Increasers",5.07,"TN",0.579,"Tolerant","Other"
15,0.349,67,2,26.71,0.002,24.34,0.324,0.34,0.386,0.6604,0.750549999999999,1,1,25.5096640853051,2,"Rhizoclonium","SBA","Increasers",24.34,"TN",0.579,"Tolerant","Other"
0.969,0.5575,261,2,48.28,0.002,6.57,0.35845,0.5199,0.801,4.915,5.14,0.998,0.995,7.32606359567345,2,"Scenedesmus","SBA","Increasers",6.57,"TN",0.579,"Tolerant","Other"
0,2.515,182,1,22.78,0.006,3.5,0.04445,0.064635,0.311,2.525,2.7,0.512,0.999,4.16465991682103,0,"Spirogyra","SBA","Neither",3.5,"TN",NA,"Other","Other"
0.045,0.045,49,1,8.02,0.034,2,0,0,0.11075,5.14,5.14,0.537,0.851,4.27919697866227,0,"Spirulina","SBA","Neither",2,"TN",NA,"Other","Other"
2.505,0.149,46,1,4.88,0.146,1.04,0,0,0.149,1.701,2.155,0.716,0.755,2.7563829696493,0,"Stigeoclonium","SBA","Neither",1.04,"TN",NA,"Other","Other"
0,0.1655,98,1,20.12,0.002,13.3,0.08225,0.08275,0.117,0.167,0.169,1,1,14.4053354236188,1,"Tolypothrix","SBA","Decreasers",-13.3,"TN",0.166,"Sensitive","Sensitive"
0.135,0.133,47,2,8.5,0.004,3.83,0.12395,0.131,0.1375,0.19,0.2545,0.997,0.996,4.17755653072779,2,"Trachelomonas","SBA","Increasers",3.83,"TN",0.579,"Tolerant","Other"
2.155,0.649,125,1,16.3,0.002,3.6,0.0725825,0.1249,0.601,0.761,0.829,0.906,0.998,3.95166268590916,0,"Tribonema","SBA","Neither",3.6,"TN",NA,"Other","Other"
7.69,5.14,54,2,20.05,0.002,8.9,0.022325,0.13895,3.4,7.55,7.69,0.947,0.989,8.70458225719667,0,"Tychonema","SBA","Neither",8.9,"TN",NA,"Other","Other"
0.117,0.173,47,1,10.38,0.002,9.81,0.0896,0.093545,0.121,0.178,0.1843,1,1,10.7334967680065,1,"Ulothrix","SBA","Decreasers",-9.81,"TN",0.166,"Sensitive","Other"
0.5785,0.258,74,2,14.02,0.002,9.82,0.156,0.1635,0.266,0.578,0.582,1,1,11.0046840329034,2,"Vaucheria","SBA","Increasers",9.82,"TN",0.579,"Tolerant","Other"
0,0.01,84,2,11.06,0.184,0.75,0.02949,0.04299,0.06535,0.2645,0.946,0.552,0.378,-1.84328369342155,0,"Xenococcus","SBA","Neither",0.75,"TN",NA,"Other","Other"
0,0.117,72,1,13.67,0.002,9.75,0,0.043045,0.10475,0.129,0.135575,1,1,10.3169512718312,1,"Zygnema","SBA","Decreasers",-9.75,"TN",0.166,"Sensitive","Sensitive"
25.5,0.6035,888,1,48.15,0.004,6.26,0.290975,0.4374,0.606,0.741,0.923499999999999,0.984,0.994,6.79487269785755,1,"Acari","BMI","Decreasers",-6.26,"TN",0.6465,"Sensitive","Sensitive"
0,0.192,71,1,5.12,0.016,3.18,0,0.047375,0.176,8.56625,9.1,0.818,0.98,4.58105417251096,0,"Acentrella","BMI","Neither",3.18,"TN",NA,"Other","Other"
25.5,8.294,48,2,12.89,0.008,5.05,0.04589,0.074895,7.9035,9.233,28,0.864,0.942,5.61924115809831,0,"Agabus","BMI","Neither",5.05,"TN",NA,"Other","Other"
15,3.55,190,1,14.89,0.052,2.15,0,0,0.6035,3.2,3.35,0.924,0.86,3.54275102693089,0,"Agapetus","BMI","Neither",2.15,"TN",NA,"Other","Other"
0,0.162,78,2,5.62,0.008,3.4,0.0758775,0.11,0.718,8.8,9.1,0.948,0.976,4.8558584909872,0,"Ambrysus","BMI","Neither",3.4,"TN",NA,"Other","Other"
3.1,1.7,254,1,19.47,0.004,4.04,0,0.039,1.641,3.2,3.2525,0.996,0.998,5.13289323136148,1,"Ameletus","BMI","Decreasers",-4.04,"TN",0.6465,"Sensitive","Other"
13,0.3675,87,1,6.3,0.04,2.33,0.0221350000000001,0.075935,0.496,12.575,13,0.566,0.982,3.97289790046343,0,"Amiocentrus","BMI","Neither",2.33,"TN",NA,"Other","Other"
0,0.668,136,1,12.53,0.004,6.34,0.118,0.1658,0.3635,0.68165,0.706575,1,1,6.99399842337327,1,"Ampumixis","BMI","Decreasers",-6.34,"TN",0.6465,"Sensitive","Other"
15,0.364,264,1,18.6,0.004,6.63,0.2027,0.252,0.381,0.798,2.96,0.986,1,7.07008441084011,1,"Antocha","BMI","Decreasers",-6.63,"TN",0.6465,"Sensitive","Sensitive"
0,0.296,156,1,13.08,0.004,6.19,0,0,0.3085,0.379,0.7695,1,1,7.03369370105798,1,"Apatania","BMI","Decreasers",-6.19,"TN",0.6465,"Sensitive","Sensitive"
0,0.502,117,1,10.85,0.004,6.43,0,0,0.4395,0.579,0.588,0.998,1,7.15948195970453,1,"Arctopsyche","BMI","Decreasers",-6.43,"TN",0.6465,"Sensitive","Sensitive"
0,0.946,253,2,20.96,0.004,6.03,0.0391275,0.1805,0.4515,0.9744,1.17875,0.92,1,7.33906876824008,0,"Argia","BMI","Neither",6.03,"TN",NA,"Other","Other"
13,13,109,2,22.01,0.048,2.37,0.05369,0.091995,0.30525,13,13,0.482,0.942,4.28902057835179,0,"Atrichopogon","BMI","Neither",2.37,"TN",NA,"Other","Other"
0.2685,0.2705,66,1,6.01,0.004,4.48,0.0629175,0.11045,0.258,0.28,0.6382,0.988,0.998,4.75525177311143,1,"Attenella","BMI","Decreasers",-4.48,"TN",0.6465,"Sensitive","Sensitive"
0,0,925,1,47.74,0.048,2.03,0,0,0.063,13,15,0.806,0.908,3.5152843331691,0,"Baetis","BMI","Neither",2.03,"TN",NA,"Other","Other"
7.69,1.065,588,2,32.78,0.016,2.79,0.034,0.07716,1.06,7.712,8.564375,0.85,0.91,3.56006776979917,0,"Bezzia_Palpomyia","BMI","Neither",2.79,"TN",NA,"Other","Other"
0.399,0.41,51,1,5.5,0.004,3.49,0,0.0981,0.3985,0.43955,0.4571,0.994,1,3.86231489021035,1,"Brachycentrus","BMI","Decreasers",-3.49,"TN",0.6465,"Sensitive","Sensitive"
13,15,134,2,22.15,0.04,2.71,0.0655775,0.075315,3.18,13,15.0999999999999,0.7,0.986,5.35696273164161,0,"Caenis","BMI","Neither",2.71,"TN",NA,"Other","Other"
0,0.6135,407,1,31.42,0.004,9.97,0.238,0.2478,0.63925,0.7555,0.768075,1,1,10.8066619998586,1,"Calineuria","BMI","Decreasers",-9.97,"TN",0.6465,"Sensitive","Sensitive"
0,8.294,128,2,24.07,0.004,5.68,0.0920475,0.2288,7.69,9.2033,9.633,0.976,0.974,6.55051665758945,2,"Callibaetis","BMI","Increasers",5.68,"TN",0.6535,"Tolerant","Tolerant"
3.995,0.6535,281,2,30.67,0.004,10.86,0.3245,0.34,0.6535,3,3.995,0.998,1,11.1139353714017,2,"Caloparyphus_Euparyphus","BMI","Increasers",10.86,"TN",0.6535,"Tolerant","Other"
0,3.18,66,1,5.52,0.076,1.48,0,0,0.106,1.641,2.8,0.66,0.822,3.19003848458199,0,"Capniidae","BMI","Neither",1.48,"TN",NA,"Other","Other"
0,0.039,113,1,10.77,0.004,3.89,0,0,0.04,1.3015,2.88,0.902,1,4.86926549529588,0,"Caudatella","BMI","Neither",3.89,"TN",NA,"Other","Other"
0,0.1425,273,1,17.06,0.004,3.96,0.0438325,0.05,0.145,0.5129,7.722,0.768,0.998,4.63142141319156,0,"Centroptilum","BMI","Neither",3.96,"TN",NA,"Other","Other"
0,0.7555,670,1,32.87,0.104,1.53,0,0,0.145,1.73,6.86999999999998,0.648,0.962,3.52255766632834,0,"Ceratopsyche_Hydropsyche","BMI","Neither",1.53,"TN",NA,"Other","Other"
11.575,0.08145,98,2,6.58,0.024,2.47,0,0.061045,0.0912,11,11.575,0.862,0.91,3.68809043605977,0,"Chelifera_Metachela","BMI","Neither",2.47,"TN",NA,"Other","Other"
0,0.054,148,2,10.35,0.028,2.48,0.0278,0.040295,0.1695,0.4411,1.8,0.38,0.992,3.7125292719533,0,"Cheumatopsyche","BMI","Neither",2.48,"TN",NA,"Other","Other"
0.02835,0.0278,1161,2,57.66,0.004,4.16,0,0.02105,0.02895,0.1941,2.98599999999999,0.91,0.99,4.73155361645476,0,"Chironominae","BMI","Neither",4.16,"TN",NA,"Other","Other"
0,0.09445,61,1,5.17,0.012,2.75,0.0645,0.07527,0.096,1.66005,1.785,0.89,0.922,2.99093191083698,0,"Cinygma","BMI","Neither",2.75,"TN",NA,"Other","Other"
0,4.575,182,1,15.04,0.016,2.68,0,0.02025,0.337,3.18,3.72,0.954,0.94,4.08643558487063,0,"Cinygmula","BMI","Neither",2.68,"TN",NA,"Other","Other"
0,0,133,1,16.7,0.02,3.28,0,0,0.13225,1.7555,3.86,0.964,0.97,4.55190273992502,1,"Cleptelmis","BMI","Decreasers",-3.28,"TN",0.6465,"Sensitive","Sensitive"
0,0,97,1,34.04,0.02,3.88,0,0,0.08225,3.032,5.0965,0.622,0.892,3.00509442831918,0,"Clinocera","BMI","Neither",3.88,"TN",NA,"Other","Other"
4.35,0.07335,56,2,4.14,0.044,2.13,0,0.06,0.080825,1.001,1.8,0.7,0.88,2.99597128147104,0,"Cordulegaster","BMI","Neither",2.13,"TN",NA,"Other","Other"
11,11,196,2,25.87,0.048,2.4,0.0257675,0.0439,1.9975,15,25.5,0.84,0.94,4.40459125799689,0,"Dasyhelea","BMI","Neither",2.4,"TN",NA,"Other","Other"
0,0,64,1,16.76,0.012,5.11,0,0,0.08205,0.34,0.3581,0.98,0.998,6.09675814830128,1,"Despaxia","BMI","Decreasers",-5.11,"TN",0.6465,"Sensitive","Sensitive"
